Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3,XYZ_Class,Avg_Weekly_Demand,Demand_CV,Available_Qty,Estimated_Inventory_Value
WB-SNS-0542,ET Series Proximity Switch,WB,Wheel Balancer,ET Series,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-007,Eastern Europe,170.0,Electronics Cage,Active,0.94,0.219,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N46,D,128,177,39,884,177,39,0,0.044,1.4,1,2,4,4,35,3536,Z,0.0,,4,680.0
TC-SAF-0136,Basic Line TC Safety Lock,TC,Tyre Changer,Basic Line TC,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-015,EU,780.0,Small Rack,Active,0.97,0.146,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S15,D,151,182,72,1979,182,72,0,0.029,1.4,1,2,4,2,23,7916,Z,0.0,,2,1560.0
WB-PCB-0623,EM 9000 Processor Module,WB,Wheel Balancer,EM 9000,PCB,Control boards & displays,rare_critical,Critical,SUP-011,EU,1710.0,Electronics Cage,Active,0.985,0.106,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F20,VER,975,711,82,56844,975,82,0,0.021,1.0,1,2,4,4,17,227376,Z,0.0,,4,6840.0
AD-MTR-0887,Radar Calibration Rotation Drive,AD,ADAS & Diagnosis,Radar Calibration,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-008,EU,1160.0,Heavy Rack,Active,0.97,0.107,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D22,D,235,146,117,4014,235,117,0,0.021,1.1,1,2,4,3,17,16056,Z,0.0,,3,3480.0
WA-PCB-0669,3D Aligner Operator Panel,WA,Wheel Aligner,3D Aligner,PCB,Control boards & displays,rare_critical,Critical,SUP-014,Eastern Europe,880.0,Electronics Cage,Active,0.985,0.107,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N45,ORANGE,966,649,694,435092,966,649,0,0.021,1.6,1,2,4,3,17,1740368,Z,0.0064102564102564,12.4899959967968,3,2640.0
WB-PCB-0269,Eyelight Power Supply Board,WB,Wheel Balancer,Eyelight,PCB,Control boards & displays,rare_critical,High,SUP-011,EU,1670.0,Electronics Cage,Active,0.97,0.105,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C86,VER,879,644,133,75288,879,133,0,0.021,1.0,1,2,4,4,17,301152,Z,0.0,,4,6680.0
TC-MTR-0243,Basic Line TC Motor Brake,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-003,EU,590.0,Heavy Rack,Active,0.97,0.126,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I01,E,177,128,62,1405,177,62,0,0.025,1.0,1,2,4,2,20,5620,Z,0.0,,2,1180.0
WB-MTR-0748,EM 9000 Inverter Drive,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-009,Italy,1630.0,Heavy Rack,Active,0.985,0.115,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H87,E,234,329,55,4234,329,55,0,0.023,1.0,1,2,4,2,18,16936,Z,0.0,,2,3260.0
WA-PCB-0750,3D Aligner Display Module,WA,Wheel Aligner,3D Aligner,PCB,Control boards & displays,rare_critical,Critical,SUP-015,EU,1030.0,Electronics Cage,Active,0.985,0.11,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H83,F,584,515,46,13835,584,46,0,0.022,1.4,1,2,3,1,18,41505,Z,0.0256410256410256,8.80322521542806,2,2060.0
VL-MTR-0047,Alignment Lift Gearbox Assembly,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-005,Eastern Europe,810.0,Heavy Rack,Active,0.985,0.113,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L65,D,183,153,77,2156,183,77,0,0.023,1.4,1,2,4,3,18,8624,Z,0.0,,3,2430.0
WA-PCB-0220,REMO Display Module,WA,Wheel Aligner,REMO,PCB,Control boards & displays,rare_critical,Medium,SUP-012,Italy,1820.0,Electronics Cage,Active,0.94,0.116,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q35,ORANGE,883,612,734,396651,883,612,0,0.023,1.0,1,2,4,3,19,1586604,Z,0.0384615384615385,7.7492975748274,3,5460.0
TC-MTR-0253,Artiglio Master Electric Motor,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-006,EU,850.0,Heavy Rack,Active,0.97,0.12,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y13,PALLET,1038,685,121,86035,1038,121,0,0.024,1.0,1,2,3,1,19,258105,Z,0.0,,3,2550.0
WB-MTR-0361,ET Series Servo Motor,WB,Wheel Balancer,ET Series,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-016,EU,1160.0,Heavy Rack,Active,0.985,0.118,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q62,D,289,81,63,1475,289,63,0,0.024,1.1,1,2,4,4,19,5900,Z,0.0,,4,4640.0
VL-MTR-0295,Scissor Lift Servo Motor,VL,Vehicle Lift,Scissor Lift,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-005,Eastern Europe,860.0,Heavy Rack,Active,0.94,0.119,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H43,D,85,186,132,2087,186,85,0,0.024,1.4,1,2,4,4,19,8348,Z,0.0,,4,3440.0
VL-MTR-0170,Scissor Lift Electric Motor,VL,Vehicle Lift,Scissor Lift,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-020,EU,2040.0,Heavy Rack,Active,0.97,0.117,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I39,D,199,166,63,2081,199,63,0,0.023,1.3,1,2,4,3,19,8324,Z,0.0,,3,6120.0
WA-PCB-0296,REMO Control Board,WA,Wheel Aligner,REMO,PCB,Control boards & displays,rare_critical,High,SUP-014,Eastern Europe,470.0,Electronics Cage,Active,0.97,0.103,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P64,VER,1263,439,203,112555,1263,203,0,0.021,1.6,1,2,4,3,17,450220,Z,0.0,,3,1410.0
WB-MTR-0049,Mobile Balancer Electric Motor,WB,Wheel Balancer,Mobile Balancer,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-009,Italy,690.0,Heavy Rack,New,0.985,0.1,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M19,D,231,125,31,895,231,31,1,0.02,1.0,1,2,3,3,16,2685,Z,0.0,,3,2070.0
TE-MTR-0836,Test Lane Gearbox Assembly,TE,Technical Control,Test Lane,MTR,"Motors, drives & gearboxes",rare_critical,Low,SUP-006,EU,2130.0,Heavy Rack,Active,0.9,0.095,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M77,D,218,87,48,910,218,48,0,0.019,1.0,1,2,4,4,15,3640,Z,0.0,,4,8520.0
VL-PCB-0629,Scissor Lift Operator Panel,VL,Vehicle Lift,Scissor Lift,PCB,Control boards & displays,rare_critical,High,SUP-017,EU,870.0,Electronics Cage,Active,0.97,0.098,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A40,F,551,217,155,18533,551,155,0,0.02,1.0,1,2,4,1,16,74132,Z,0.0,,3,2610.0
TC-PCB-0202,A2024 LL Display Module,TC,Tyre Changer,A2024 LL,PCB,Control boards & displays,rare_critical,Medium,SUP-008,EU,1470.0,Electronics Cage,Active,0.94,0.094,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N19,B,73,111,44,357,111,44,0,0.019,1.1,1,2,3,2,15,1071,Z,0.0,,2,2940.0
TC-PCB-0524,A2024 LL I/O Board,TC,Tyre Changer,A2024 LL,PCB,Control boards & displays,rare_critical,Critical,SUP-016,EU,1230.0,Electronics Cage,Active,0.985,0.094,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H61,D,96,240,119,2742,240,96,1,0.019,1.1,1,2,4,2,15,10968,Z,0.0,,1,1230.0
WB-PCB-0978,ET Series Processor Module,WB,Wheel Balancer,ET Series,PCB,Control boards & displays,rare_critical,High,SUP-003,EU,360.0,Electronics Cage,Active,0.97,0.11,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T33,ORANGE,1043,512,304,162341,1043,304,1,0.022,1.0,1,2,4,3,18,649364,Z,0.0,,3,1080.0
WA-SAF-0338,REMO Guard Switch,WA,Wheel Aligner,REMO,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-018,EU,730.0,Small Rack,Active,0.985,0.103,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G92,E,381,367,129,18038,381,129,0,0.021,1.3,1,2,4,2,17,72152,Z,0.0,,2,1460.0
TC-SAF-0927,A2024 LL Lock Release Cable,TC,Tyre Changer,A2024 LL,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-007,Eastern Europe,790.0,Small Rack,Active,0.985,0.102,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q87,E,395,358,60,8485,395,60,1,0.02,1.4,1,2,3,1,16,25455,Z,0.0,,3,2370.0
TC-MTR-0036,Artiglio Master Rotation Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-010,EU,1020.0,Heavy Rack,Phase-out,0.97,0.099,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y47,E,352,314,153,16911,352,153,0,0.02,1.1,1,2,4,2,16,67644,Z,0.0064102564102564,12.4899959967968,2,2040.0
TC-MTR-0670,HD1200 Truck Electric Motor,TC,Tyre Changer,HD1200 Truck,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-002,Italy,2010.0,Heavy Rack,Active,0.97,0.103,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z19,B,123,148,60,1092,148,60,1,0.021,1.0,1,2,4,4,17,4368,Z,0.0,,4,8040.0
WB-PCB-0228,ET Series Display Module,WB,Wheel Balancer,ET Series,PCB,Control boards & displays,rare_critical,High,SUP-013,North America,600.0,Electronics Cage,Active,0.97,0.106,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S28,B,137,49,16,107,137,16,0,0.021,2.7,1,2,4,1,17,428,Z,0.0064102564102564,12.4899959967968,2,1200.0
WA-PCB-0208,REMO Processor Module,WA,Wheel Aligner,REMO,PCB,Control boards & displays,rare_critical,Critical,SUP-001,Italy,1110.0,Electronics Cage,Active,0.985,0.103,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H84,ORANGE,779,814,334,211791,814,334,1,0.021,1.0,1,2,3,2,17,635373,Z,0.0,,2,2220.0
TE-MTR-0312,Inspection Line Gear Motor,TE,Technical Control,Inspection Line,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-003,EU,1810.0,Heavy Rack,Active,0.985,0.102,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y97,D,166,131,89,1935,166,89,0,0.02,1.0,1,2,4,3,16,7740,Z,0.0,,3,5430.0
TE-MTR-0219,Inspection Line Inverter Drive,TE,Technical Control,Inspection Line,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-012,Italy,560.0,Heavy Rack,Active,0.985,0.11,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B63,PALLET,802,795,106,67585,802,106,0,0.022,1.0,1,2,4,3,18,270340,Z,0.0,,3,1680.0
VL-MTR-0506,Two-Post Lift Servo Motor,VL,Vehicle Lift,Two-Post Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-018,EU,600.0,Heavy Rack,Active,0.985,0.108,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B51,E,350,181,104,6588,350,104,0,0.022,1.3,1,2,4,3,17,26352,Z,0.0,,3,1800.0
WB-PCB-0242,Eyelight Operator Panel,WB,Wheel Balancer,Eyelight,PCB,Control boards & displays,rare_critical,Critical,SUP-004,EU,580.0,Electronics Cage,Active,0.985,0.072,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P79,B,66,90,42,249,90,42,0,0.014,1.0,1,2,4,4,12,996,Z,0.0,,3,1740.0
VL-MTR-0098,Scissor Lift Inverter Drive,VL,Vehicle Lift,Scissor Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-004,EU,1060.0,Heavy Rack,Active,0.985,0.066,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E85,D,146,141,118,2429,146,118,0,0.013,1.0,1,2,4,3,11,9716,Z,0.0,,3,3180.0
WB-SAF-0727,Mobile Balancer Protective Guard,WB,Wheel Balancer,Mobile Balancer,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-011,EU,510.0,Small Rack,Active,0.97,0.072,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y95,B,56,138,118,912,138,56,0,0.014,1.0,1,2,4,2,12,3648,Z,0.0,,2,1020.0
WA-MTR-0828,Camera Aligner Inverter Drive,WA,Wheel Aligner,Camera Aligner,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-019,EU,1790.0,Heavy Rack,Active,0.94,0.057,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D45,E,323,357,140,16144,357,140,0,0.011,1.0,1,2,4,4,9,64576,Z,0.0,,4,7160.0
WA-MTR-0463,Camera Aligner Rotation Drive,WA,Wheel Aligner,Camera Aligner,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-012,Italy,1200.0,Heavy Rack,Active,0.985,0.075,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C67,D,193,99,25,478,193,25,0,0.015,1.0,1,2,4,1,12,1912,Z,0.0,,3,3600.0
VL-SAF-0450,Alignment Lift Emergency Stop,VL,Vehicle Lift,Alignment Lift,SAF,"Safety locks, guards & interlocks",rare_critical,Medium,SUP-012,Italy,440.0,Small Rack,Active,0.94,0.079,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I63,E,285,157,107,4788,285,107,0,0.016,1.0,1,2,3,3,13,14364,Z,0.0,,3,1320.0
WA-PCB-0649,3D Aligner Control Board,WA,Wheel Aligner,3D Aligner,PCB,Control boards & displays,rare_critical,Critical,SUP-007,Eastern Europe,680.0,Electronics Cage,Active,0.985,0.081,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G34,B,115,108,107,1329,115,107,0,0.016,1.4,1,2,4,3,13,5316,Z,0.0833333333333333,4.51234864816324,3,2040.0
WA-PCB-0145,3D Aligner Processor Module,WA,Wheel Aligner,3D Aligner,PCB,Control boards & displays,rare_critical,Medium,SUP-020,EU,400.0,Electronics Cage,Active,0.94,0.086,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E07,D,225,85,131,2505,225,85,0,0.017,1.3,1,2,4,1,14,10020,Z,0.0576923076923077,6.30070827218518,1,400.0
TC-PCB-0633,Basic Line TC Power Supply Board,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-003,EU,1530.0,Electronics Cage,Active,0.985,0.076,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A65,B,81,108,100,875,108,81,1,0.015,1.0,1,2,3,2,12,2625,Z,0.0,,2,3060.0
TC-PCB-0896,Basic Line TC Operator Panel,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-012,Italy,910.0,Electronics Cage,Active,0.985,0.078,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S20,D,205,169,95,3291,205,95,1,0.016,1.0,1,2,4,4,13,13164,Z,0.0192307692307692,7.16442825758375,4,3640.0
WB-MTR-0464,EM 9000 Rotation Drive,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-014,Eastern Europe,700.0,Heavy Rack,Active,0.94,0.079,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L60,E,303,240,90,6545,303,90,1,0.016,1.6,1,2,4,3,13,26180,Z,0.0,,3,2100.0
WB-MTR-0933,Eyelight Gear Motor,WB,Wheel Balancer,Eyelight,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-009,Italy,2110.0,Heavy Rack,Active,0.985,0.073,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z92,B,111,89,24,237,111,24,1,0.015,1.0,1,2,4,2,12,948,Z,0.0,,2,4220.0
WB-PCB-0429,EM 9000 Operator Panel,WB,Wheel Balancer,EM 9000,PCB,Control boards & displays,rare_critical,High,SUP-013,North America,940.0,Electronics Cage,Active,0.97,0.076,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C43,VER,632,528,166,55394,632,166,1,0.015,2.7,1,2,4,3,12,221576,Z,0.0,,3,2820.0
WB-PNE-0568,EM 9000 Pressure Switch,WB,Wheel Balancer,EM 9000,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-006,EU,325.0,Small Rack,Active,0.94,0.671,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-D50,F,567,202,65,7445,567,65,1,0.134,1.0,2,3,5,5,105,37225,Z,0.0320512820512821,6.55403347860763,4,1300.0
WB-HYD-0044,Eyelight Hydraulic Seal Kit,WB,Wheel Balancer,Eyelight,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-014,Eastern Europe,335.0,Small Rack,Active,0.94,0.54,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-L51,D,124,187,71,1646,187,71,1,0.108,1.6,2,3,5,5,85,8230,Z,0.108974358974359,5.06102948240874,5,1675.0
WB-CMP-0560,ET Series Jaw Cover,WB,Wheel Balancer,ET Series,CMP,"Clamps, jaws & tooling",regular,High,SUP-006,EU,125.0,Small Rack,Active,0.97,0.573,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-S30,ORANGE,978,888,801,695640,978,801,1,0.115,1.0,2,3,5,6,90,3478200,Z,0.0769230769230769,5.82098539490883,6,750.0
TC-SNS-0421,HD1200 Truck Calibration Sensor,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,High,SUP-007,Eastern Europe,305.0,Electronics Cage,Active,0.97,0.612,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-L35,ORANGE,803,612,651,319925,803,612,1,0.122,1.4,2,3,6,4,96,1919550,Z,0.0448717948717949,9.24701613706306,4,1220.0
WA-HYD-0529,3D Aligner Pump Assembly,WA,Wheel Aligner,3D Aligner,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-011,EU,840.0,Small Rack,Active,0.97,0.553,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Z73,E,202,319,160,10310,319,160,1,0.111,1.0,1,2,4,1,87,41240,Z,0.0064102564102564,12.4899959967968,4,3360.0
TC-PNE-0408,A2024 LL Pneumatic Cylinder,TC,Tyre Changer,A2024 LL,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-016,EU,210.0,Small Rack,Active,0.94,0.588,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-P96,E,283,235,38,2527,283,38,1,0.118,1.1,2,3,5,3,92,12635,Z,0.243589743589744,2.85076966407286,3,630.0
WB-MTR-0673,ET Series Gear Motor,WB,Wheel Balancer,ET Series,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-017,EU,430.0,Heavy Rack,Active,0.985,0.046,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P34,D,91,114,150,1556,150,91,0,0.009,1.0,1,2,4,1,8,6224,Z,0.0,,3,1290.0
WA-PNE-0398,Camera Aligner Foot Pedal Valve,WA,Wheel Aligner,Camera Aligner,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-006,EU,245.0,Small Rack,Active,0.97,0.59,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Q21,E,315,148,30,1399,315,30,1,0.118,1.0,1,2,4,5,93,5596,Z,0.0705128205128205,5.37007913660042,5,1225.0
