Part_ID,Part_Name,Equipment_Family,Equipment_Model,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,ABC_Class,Movement_Class,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Stock_Managed
WB-BLT-0366,Mobile Balancer Pulley Wheel,Wheel Balancer,Mobile Balancer,Belts & pulleys,regular,Critical,SUP-006,EU,43.38,Bin,Active,B,D,R-D90,D,103,113,62,722,113,1
WA-CAB-0841,Camera Aligner Usb Interface Cable,Wheel Aligner,Camera Aligner,"Cables, connectors & harnesses",intermittent,High,SUP-018,EU,85.0,Bin,Active,B,D,R-M07,E,137,176,126,3038,176,1
WA-BRG-0888,Exact Precision Balancer Shaft,Wheel Aligner,Exact Precision,Bearings & shafts,regular,Low,SUP-005,Eastern Europe,230.0,Bin,Active,A,D,R-N74,B,24,32,87,67,87,1
VL-CON-0252,Scissor Lift Protective Cover,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Low,SUP-013,North America,2.79,Bin,Active,C,D,R-G13,B,48,22,94,99,94,1
AD-CMP-0215,Diagnostic Console Bead Breaker Pad,ADAS & Diagnosis,Diagnostic Console,"Clamps, jaws & tooling",regular,Medium,SUP-019,EU,48.41,Small Rack,Active,B,D,R-G63,E,223,305,90,6121,305,1
TC-BRG-0870,A2024 LL Spindle Bearing,Tyre Changer,A2024 LL,Bearings & shafts,regular,High,SUP-013,North America,190.0,Bin,Active,A,D,R-Y42,B,149,127,32,606,149,1
TC-BRG-0156,HD1200 Truck Hub Shaft,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Medium,SUP-008,EU,29.68,Bin,New,B,D,R-L56,F,331,256,21,1779,331,1
WA-BRG-0569,REMO Bearing Set,Wheel Aligner,REMO,Bearings & shafts,regular,Low,SUP-004,EU,120.0,Bin,Active,A,D,R-D84,D,206,214,35,1543,214,1
VL-SNS-0425,Two-Post Lift Limit Switch,Vehicle Lift,Two-Post Lift,"Sensors, encoders & switches",intermittent,High,SUP-016,EU,145.0,Electronics Cage,Active,A,NC,R-D07,B,107,35,27,101,107,0
WB-SNS-0554,ET Series Encoder Sensor,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,Medium,SUP-020,EU,145.0,Electronics Cage,Active,B,NC,R-A44,E,373,307,87,9962,373,0
WA-HYD-0618,Exact Precision Pump Assembly,Wheel Aligner,Exact Precision,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-011,EU,15.67,Small Rack,Active,C,NC,R-P47,E,151,124,88,1648,151,0
WB-SNS-0894,Eyelight Encoder Sensor,Wheel Balancer,Eyelight,"Sensors, encoders & switches",intermittent,High,SUP-017,EU,110.0,Electronics Cage,Active,B,NC,R-P22,B,71,96,45,307,96,0
TC-PNE-0152,Artiglio Master Foot Pedal Valve,Tyre Changer,Artiglio Master,Pneumatic valves & cylinders,intermittent,High,SUP-011,EU,49.27,Small Rack,Active,C,NC,R-I26,B,129,125,11,177,129,1
WB-CMP-0659,Eyelight Jaw Cover,Wheel Balancer,Eyelight,"Clamps, jaws & tooling",regular,Medium,SUP-003,EU,125.0,Small Rack,Active,A,D,R-I15,B,59,118,19,132,118,1
VL-BLT-0415,Two-Post Lift Poly-V Belt,Vehicle Lift,Two-Post Lift,Belts & pulleys,regular,Critical,SUP-005,Eastern Europe,70.0,Bin,Active,A,D,R-L88,B,104,84,8,70,104,1
VL-CMP-0715,Two-Post Lift Bead Breaker Pad,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,Medium,SUP-019,EU,270.0,Small Rack,Active,A,D,R-L72,F,260,287,45,3358,287,1
TC-CMP-0300,HD1200 Truck Turntable Clamp,Tyre Changer,HD1200 Truck,"Clamps, jaws & tooling",regular,Low,SUP-011,EU,365.0,Small Rack,Active,A,D,R-T49,D,268,244,160,10463,268,1
WB-BRG-0267,Eyelight Balancer Shaft,Wheel Balancer,Eyelight,Bearings & shafts,regular,Medium,SUP-017,EU,65.0,Bin,Active,A,D,R-E68,B,104,142,20,295,142,1
WB-BLT-0288,Eyelight Poly-V Belt,Wheel Balancer,Eyelight,Belts & pulleys,regular,Medium,SUP-016,EU,115.0,Bin,Active,A,D,R-Z24,B,87,123,84,899,123,1
TC-BRG-0177,A2024 LL Bearing Set,Tyre Changer,A2024 LL,Bearings & shafts,regular,Critical,SUP-012,Italy,70.0,Bin,Active,B,D,R-D60,B,72,125,29,261,125,1
AD-CAB-0212,Radar Calibration Power Cable,ADAS & Diagnosis,Radar Calibration,"Cables, connectors & harnesses",intermittent,Medium,SUP-004,EU,195.0,Bin,Active,A,D,R-G74,D,123,219,99,2667,219,1
AD-BRG-0566,Camera Calibration Hub Shaft,ADAS & Diagnosis,Camera Calibration,Bearings & shafts,regular,Medium,SUP-006,EU,95.0,Bin,Phase-out,B,D,R-Z19,D,180,176,18,570,180,0
TC-SNS-0457,Artiglio Master Speed Sensor,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,42.65,Electronics Cage,Phase-out,C,D,R-D74,PALLET,711,724,855,440123,855,0
WA-CMP-0054,Exact Precision Turntable Clamp,Wheel Aligner,Exact Precision,"Clamps, jaws & tooling",regular,High,SUP-019,EU,80.0,Small Rack,Active,B,D,R-A55,D,261,107,65,1815,261,1
WA-PNE-0447,Exact Precision Manifold Valve,Wheel Aligner,Exact Precision,Pneumatic valves & cylinders,intermittent,Medium,SUP-018,EU,325.0,Small Rack,Active,A,D,R-Z69,ORANGE,698,596,581,241701,698,1
TE-BLT-0316,Inspection Line Pulley Wheel,Technical Control,Inspection Line,Belts & pulleys,regular,Critical,SUP-016,EU,165.0,Bin,Active,A,D,R-S49,D,189,156,112,3302,189,1
WA-CMP-0895,REMO Bead Breaker Pad,Wheel Aligner,REMO,"Clamps, jaws & tooling",regular,Medium,SUP-017,EU,155.0,Small Rack,Active,A,D,R-C98,B,125,128,116,1856,128,1
WB-BRG-0403,Mobile Balancer Hub Shaft,Wheel Balancer,Mobile Balancer,Bearings & shafts,regular,High,SUP-013,North America,22.22,Bin,Active,C,D,R-A21,B,77,97,79,590,97,1
TE-BLT-0449,Suspension Tester Poly-V Belt,Technical Control,Suspension Tester,Belts & pulleys,regular,Low,SUP-017,EU,18.47,Bin,Active,C,D,R-Y22,E,161,300,47,2270,300,1
TC-CAB-0558,A2024 LL Usb Interface Cable,Tyre Changer,A2024 LL,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,8.75,Bin,Active,C,D,R-T37,B,90,75,109,736,109,1
TC-CAB-0485,HD1200 Truck Signal Cable,Tyre Changer,HD1200 Truck,"Cables, connectors & harnesses",intermittent,High,SUP-013,North America,110.0,Bin,Active,A,D,R-S35,D,279,180,60,3013,279,1
TC-CMP-0239,Artiglio Master Clamping Jaw,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,350.0,Small Rack,Active,A,D,R-G32,PALLET,773,570,476,209730,773,1
WA-BRG-0248,Camera Aligner Balancer Shaft,Wheel Aligner,Camera Aligner,Bearings & shafts,regular,Medium,SUP-018,EU,135.0,Bin,Active,A,D,R-M10,B,24,102,58,142,102,1
TC-SNS-0951,Artiglio Master Speed Sensor,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,385.0,Electronics Cage,Active,A,D,R-I78,E,129,123,109,1730,129,1
WA-BLT-0666,Exact Precision Motor Belt,Wheel Aligner,Exact Precision,Belts & pulleys,regular,High,SUP-014,Eastern Europe,17.19,Bin,New,C,D,R-P57,B,99,55,29,158,99,1
TC-CMP-0601,HD1200 Truck Clamping Jaw,Tyre Changer,HD1200 Truck,"Clamps, jaws & tooling",regular,Medium,SUP-020,EU,130.0,Small Rack,Active,A,D,R-B64,E,334,217,178,12901,334,1
AD-BRG-0862,Diagnostic Console Bearing Set,ADAS & Diagnosis,Diagnostic Console,Bearings & shafts,regular,Medium,SUP-005,Eastern Europe,90.0,Bin,Active,A,D,R-C07,D,180,88,70,1109,180,1
WB-PNE-0256,Mobile Balancer Pressure Switch,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,Medium,SUP-003,EU,365.0,Small Rack,Active,A,D,R-Z67,ORANGE,908,909,162,133710,909,1
VL-SNS-0855,Alignment Lift Load Cell,Vehicle Lift,Alignment Lift,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,570.0,Electronics Cage,Active,A,D,R-L39,D,200,184,13,478,200,1
VL-BRG-0814,Scissor Lift Hub Shaft,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,Medium,SUP-013,North America,34.87,Bin,Active,C,D,R-I75,B,112,47,46,242,112,1
TC-CAB-0201,Basic Line TC Sensor Harness,Tyre Changer,Basic Line TC,"Cables, connectors & harnesses",intermittent,High,SUP-009,Italy,16.56,Bin,Phase-out,C,D,R-G24,B,99,95,73,687,99,0
WA-BLT-0706,Exact Precision Poly-V Belt,Wheel Aligner,Exact Precision,Belts & pulleys,regular,Low,SUP-003,EU,90.0,Bin,Active,A,D,R-Q19,VER,1365,483,30,19779,1365,1
WB-BLT-0222,ET Series Transmission Pulley,Wheel Balancer,ET Series,Belts & pulleys,regular,High,SUP-007,Eastern Europe,85.0,Bin,Active,B,D,R-D90,B,115,36,116,480,116,1
VL-PNE-0501,Alignment Lift Pressure Switch,Vehicle Lift,Alignment Lift,Pneumatic valves & cylinders,intermittent,High,SUP-017,EU,130.0,Small Rack,Active,A,D,R-F42,B,110,107,39,459,110,1
WB-CMP-0404,EM 9000 Wheel Clamp,Wheel Balancer,EM 9000,"Clamps, jaws & tooling",regular,High,SUP-016,EU,31.59,Small Rack,Active,C,D,R-G36,VER,1060,695,67,49359,1060,1
TE-CAB-0988,Brake Tester Terminal Block,Technical Control,Brake Tester,"Cables, connectors & harnesses",intermittent,Medium,SUP-020,EU,14.19,Bin,Active,C,D,R-H97,B,78,87,75,509,87,1
TC-CMP-0851,HD1200 Truck Turntable Clamp,Tyre Changer,HD1200 Truck,"Clamps, jaws & tooling",regular,Medium,SUP-014,Eastern Europe,75.0,Small Rack,Active,B,D,R-D03,F,464,565,68,17827,565,1
WB-BLT-0060,Mobile Balancer Motor Belt,Wheel Balancer,Mobile Balancer,Belts & pulleys,regular,High,SUP-015,EU,15.44,Bin,Active,C,D,R-I08,ORANGE,1071,646,481,332788,1071,1
WB-BRG-0940,Eyelight Main Shaft,Wheel Balancer,Eyelight,Bearings & shafts,regular,High,SUP-012,Italy,49.45,Bin,Active,C,D,R-A70,D,238,190,57,2578,238,1
VL-PNE-0311,Two-Post Lift Pneumatic Cylinder,Vehicle Lift,Two-Post Lift,Pneumatic valves & cylinders,intermittent,High,SUP-003,EU,47.09,Small Rack,Active,B,D,R-I68,F,300,478,117,16778,478,1
TC-BLT-0444,Basic Line TC Belt Tensioner,Tyre Changer,Basic Line TC,Belts & pulleys,regular,High,SUP-009,Italy,17.26,Bin,Active,C,D,R-P49,PALLET,1138,615,788,551498,1138,1
TC-BLT-0579,Artiglio Master Drive Belt,Tyre Changer,Artiglio Master,Belts & pulleys,regular,Medium,SUP-004,EU,170.0,Bin,Active,A,D,R-B60,E,199,304,125,7562,304,1
VL-CON-0999,ERCO Lift Grease Cartridge,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,Low,SUP-011,EU,12.84,Bin,Active,C,D,R-E44,PALLET,1160,798,638,590584,1160,1
TC-BLT-0921,A2024 LL Pulley Wheel,Tyre Changer,A2024 LL,Belts & pulleys,regular,Medium,SUP-010,EU,40.4,Bin,Active,B,D,R-H72,B,132,105,118,1635,132,1
TC-CMP-0786,A2024 LL Jaw Cover,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,Medium,SUP-008,EU,185.0,Small Rack,Active,A,D,R-Z67,B,143,68,80,778,143,1
VL-CMP-0027,Two-Post Lift Cone Adaptor,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,High,SUP-006,EU,41.08,Small Rack,Active,B,D,R-N58,F,560,491,114,31345,560,1
TC-BLT-0183,Basic Line TC Transmission Pulley,Tyre Changer,Basic Line TC,Belts & pulleys,regular,Low,SUP-008,EU,13.76,Bin,Active,C,D,R-C86,D,123,238,96,2810,238,1
TC-BLT-0257,HD1200 Truck Transmission Pulley,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,High,SUP-001,Italy,29.51,Bin,Active,B,D,R-F02,VER,706,400,185,52244,706,1
WB-MTR-0809,Eyelight Motor Brake,Wheel Balancer,Eyelight,"Motors, drives & gearboxes",rare_critical,Medium,SUP-010,EU,810.0,Heavy Rack,Active,A,NC,R-N02,F,265,344,168,15315,344,0
WB-HYD-0963,Mobile Balancer Hydraulic Hose,Wheel Balancer,Mobile Balancer,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-005,Eastern Europe,75.0,Small Rack,Active,B,NC,R-F81,PALLET,1162,544,136,85969,1162,0
TC-MTR-0968,Basic Line TC Rotation Drive,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-003,EU,910.0,Heavy Rack,Active,A,NC,R-C98,D,156,226,167,5888,226,0
WB-CMP-0204,Eyelight Wheel Clamp,Wheel Balancer,Eyelight,"Clamps, jaws & tooling",regular,Medium,SUP-010,EU,195.0,Small Rack,Active,A,C,R-H22,E,164,325,76,4051,325,1
TC-BLT-0742,A2024 LL Belt Tensioner,Tyre Changer,A2024 LL,Belts & pulleys,regular,Medium,SUP-009,Italy,23.89,Bin,Active,B,D,R-N58,E,138,126,131,2278,138,1
AD-BRG-0684,Diagnostic Console Bearing Set,ADAS & Diagnosis,Diagnostic Console,Bearings & shafts,regular,High,SUP-019,EU,210.0,Bin,Active,A,D,R-D69,B,87,53,70,323,87,1
WB-BRG-0073,ET Series Roller Bearing,Wheel Balancer,ET Series,Bearings & shafts,regular,Medium,SUP-017,EU,60.0,Bin,Active,B,D,R-P93,F,574,234,29,3895,574,1
VL-BLT-0035,Two-Post Lift Transmission Pulley,Vehicle Lift,Two-Post Lift,Belts & pulleys,regular,Medium,SUP-015,EU,75.0,Bin,Phase-out,A,D,R-S55,D,121,120,131,1902,131,0
TC-CON-0503,Artiglio Master O-Ring Kit,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,High,SUP-016,EU,8.83,Bin,Active,C,D,R-T62,B,29,121,95,333,121,1
TC-BLT-0768,A2024 LL Timing Belt,Tyre Changer,A2024 LL,Belts & pulleys,regular,High,SUP-017,EU,55.0,Bin,Active,A,C,R-T12,F,377,358,168,22674,377,1
VL-CON-0309,ERCO Lift Air Filter,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,High,SUP-002,Italy,2.08,Bin,Active,C,D,R-Y16,E,312,211,127,8361,312,1
VL-CON-0668,Scissor Lift Lubrication Kit,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Medium,SUP-012,Italy,17.9,Bin,Active,B,D,R-N08,D,157,164,39,1004,164,1
TC-CMP-0754,Artiglio Master Bead Breaker Pad,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,High,SUP-018,EU,185.0,Small Rack,Active,A,C,R-C16,D,292,128,18,673,292,1
TE-CON-0656,Brake Tester Grease Cartridge,Technical Control,Brake Tester,Consumables & service kits,frequent,Low,SUP-012,Italy,7.74,Bin,Active,C,C,R-P23,E,264,188,72,3574,264,1
WA-CON-0358,Exact Precision Air Filter,Wheel Aligner,Exact Precision,Consumables & service kits,frequent,Medium,SUP-004,EU,2.74,Bin,Active,C,C,R-H05,D,264,141,61,2271,264,1
VL-CMP-0764,Alignment Lift Turntable Clamp,Vehicle Lift,Alignment Lift,"Clamps, jaws & tooling",regular,High,SUP-010,EU,65.0,Small Rack,Active,A,D,R-H65,E,415,285,77,9107,415,1
WA-BRG-0141,REMO Spindle Bearing,Wheel Aligner,REMO,Bearings & shafts,regular,Medium,SUP-012,Italy,105.0,Bin,Active,A,D,R-F22,B,69,97,101,676,101,1
TC-CON-0936,A2024 LL Lubrication Kit,Tyre Changer,A2024 LL,Consumables & service kits,frequent,Critical,SUP-009,Italy,30.17,Bin,Active,A,C,R-Z72,E,340,162,50,2754,340,1
WB-CON-0919,Eyelight Lubrication Kit,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Medium,SUP-002,Italy,3.11,Bin,Active,C,C,R-G32,B,141,127,14,251,141,1
VL-BRG-0604,Scissor Lift Bearing Set,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,High,SUP-003,EU,120.0,Bin,Active,A,C,R-A16,D,174,85,66,976,174,1
WA-CON-0080,REMO Rubber Pad,Wheel Aligner,REMO,Consumables & service kits,frequent,Low,SUP-006,EU,2.09,Bin,New,C,C,R-N38,B,148,90,62,826,148,1
TC-CON-0582,Artiglio Master Air Filter,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,Medium,SUP-007,Eastern Europe,44.86,Bin,Active,A,C,R-B14,B,40,111,84,373,111,1
WB-CON-0335,ET Series Air Filter,Wheel Balancer,ET Series,Consumables & service kits,frequent,Low,SUP-020,EU,3.0,Bin,Active,C,C,R-D97,D,135,195,157,4133,195,1
WB-CON-0707,Eyelight Filter Kit,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Medium,SUP-017,EU,2.72,Bin,Active,C,C,R-Z66,B,44,24,25,26,44,1
VL-CON-0860,Scissor Lift Grease Cartridge,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Low,SUP-019,EU,9.75,Bin,Active,C,C,R-I85,D,97,136,102,1346,136,1
WB-CON-0831,ET Series Lubrication Kit,Wheel Balancer,ET Series,Consumables & service kits,frequent,Low,SUP-005,Eastern Europe,5.49,Bin,Active,C,C,R-B91,F,268,563,116,17503,563,1
TC-CON-0597,Artiglio Master Grease Cartridge,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,Low,SUP-004,EU,2.62,Bin,Active,C,C,R-I65,B,40,59,71,168,71,1
VL-BRG-0375,Alignment Lift Hub Shaft,Vehicle Lift,Alignment Lift,Bearings & shafts,regular,Medium,SUP-012,Italy,170.0,Bin,Active,A,C,R-M67,E,272,246,69,4617,272,1
WB-BRG-0838,EM 9000 Spindle Bearing,Wheel Balancer,EM 9000,Bearings & shafts,regular,High,SUP-005,Eastern Europe,260.0,Bin,Active,A,C,R-D82,D,291,188,107,5854,291,1
VL-CAB-0959,Alignment Lift Terminal Block,Vehicle Lift,Alignment Lift,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,105.0,Bin,Active,A,D,R-F35,B,131,134,81,1422,134,1
AD-CMP-0821,Diagnostic Console Turntable Clamp,ADAS & Diagnosis,Diagnostic Console,"Clamps, jaws & tooling",regular,High,SUP-006,EU,125.0,Small Rack,Active,A,D,R-M15,B,106,100,70,742,106,1
WB-CAB-0402,Mobile Balancer Power Cable,Wheel Balancer,Mobile Balancer,"Cables, connectors & harnesses",intermittent,High,SUP-016,EU,10.32,Bin,Active,C,D,R-E12,PALLET,974,610,603,358266,974,1
VL-PNE-0639,ERCO Lift Foot Pedal Valve,Vehicle Lift,ERCO Lift,Pneumatic valves & cylinders,intermittent,Medium,SUP-018,EU,90.0,Small Rack,Active,B,D,R-S49,VER,1202,291,71,24835,1202,1
WA-HYD-0567,Exact Precision Pressure Valve,Wheel Aligner,Exact Precision,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-017,EU,350.0,Small Rack,Active,A,D,R-L38,F,564,455,92,23609,564,1
TC-BRG-0182,HD1200 Truck Hub Shaft,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Critical,SUP-012,Italy,25.52,Bin,Active,C,D,R-Z45,B,36,46,51,84,51,1
WB-SNS-0932,ET Series Position Sensor,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,485.0,Electronics Cage,Active,A,D,R-C30,B,21,82,66,114,82,1
VL-PNE-0775,Two-Post Lift Air Hose Set,Vehicle Lift,Two-Post Lift,Pneumatic valves & cylinders,intermittent,Medium,SUP-020,EU,185.0,Small Rack,Active,A,D,R-L30,E,219,138,31,937,219,1
TC-CMP-0774,Basic Line TC Turntable Clamp,Tyre Changer,Basic Line TC,"Clamps, jaws & tooling",regular,High,SUP-010,EU,480.0,Small Rack,Active,A,D,R-Q06,D,148,246,126,4587,246,1
TC-SNS-0638,HD1200 Truck Load Cell,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,130.0,Electronics Cage,Active,A,D,R-C80,E,365,370,95,12830,370,1
VL-PNE-0599,Alignment Lift Air Hose Set,Vehicle Lift,Alignment Lift,Pneumatic valves & cylinders,intermittent,Medium,SUP-016,EU,60.0,Small Rack,Active,B,D,R-G52,VER,923,678,161,100753,923,1
WB-PNE-0085,Eyelight Pneumatic Cylinder,Wheel Balancer,Eyelight,Pneumatic valves & cylinders,intermittent,High,SUP-008,EU,65.0,Small Rack,Active,B,D,R-Q73,D,232,237,38,2089,237,1
WA-BLT-0736,Camera Aligner Transmission Pulley,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Low,SUP-008,EU,20.18,Bin,Active,C,D,R-S21,D,280,130,161,5860,280,1
TC-MTR-0133,Basic Line TC Gearbox Assembly,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1390.0,Heavy Rack,Active,A,NC,R-C66,VER,513,574,175,51531,574,0
VL-SAF-0733,Alignment Lift Lock Release Cable,Vehicle Lift,Alignment Lift,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-009,Italy,220.0,Small Rack,Phase-out,B,NC,R-B35,D,249,136,21,711,249,0
TC-MTR-0144,A2024 LL Rotation Drive,Tyre Changer,A2024 LL,"Motors, drives & gearboxes",rare_critical,Medium,SUP-005,Eastern Europe,1710.0,Heavy Rack,Active,A,NC,R-Z78,E,329,136,44,1969,329,0
WB-SAF-0807,ET Series Safety Latch,Wheel Balancer,ET Series,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-011,EU,46.08,Small Rack,Active,C,NC,R-Z10,F,593,382,118,26730,593,0
WA-SAF-0702,3D Aligner Guard Switch,Wheel Aligner,3D Aligner,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-006,EU,49.05,Small Rack,Active,C,NC,R-B25,F,528,388,148,30320,528,0
TC-MTR-0324,Artiglio Master Rotation Drive,Tyre Changer,Artiglio Master,"Motors, drives & gearboxes",rare_critical,Critical,SUP-002,Italy,2400.0,Heavy Rack,Active,A,NC,R-A36,F,584,467,28,7636,584,1
WB-MTR-0002,EM 9000 Gear Motor,Wheel Balancer,EM 9000,"Motors, drives & gearboxes",rare_critical,Critical,SUP-010,EU,760.0,Heavy Rack,Active,A,NC,R-Q65,E,390,307,177,21192,390,0
TC-PCB-0538,Basic Line TC Power Supply Board,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Critical,SUP-015,EU,650.0,Electronics Cage,Active,A,NC,R-Q80,E,333,330,123,13516,333,0
TE-MTR-0881,Brake Tester Servo Motor,Technical Control,Brake Tester,"Motors, drives & gearboxes",rare_critical,Medium,SUP-004,EU,240.0,Heavy Rack,Active,B,NC,R-Q52,E,195,267,79,4113,267,0
WB-SAF-0476,Mobile Balancer Safety Latch,Wheel Balancer,Mobile Balancer,"Safety locks, guards & interlocks",rare_critical,Low,SUP-019,EU,75.0,Small Rack,Active,C,NC,R-C41,B,128,148,14,265,148,0
TE-PCB-0657,Suspension Tester Display Module,Technical Control,Suspension Tester,Control boards & displays,rare_critical,Critical,SUP-006,EU,520.0,Electronics Cage,Active,A,NC,R-F25,B,66,142,63,590,142,0
WB-MTR-0502,ET Series Rotation Drive,Wheel Balancer,ET Series,"Motors, drives & gearboxes",rare_critical,High,SUP-014,Eastern Europe,460.0,Heavy Rack,Active,A,NC,R-P98,F,345,282,143,13912,345,0
TE-MTR-0950,Inspection Line Electric Motor,Technical Control,Inspection Line,"Motors, drives & gearboxes",rare_critical,High,SUP-008,EU,290.0,Heavy Rack,Active,B,NC,R-H21,B,105,131,50,688,131,0
TC-SAF-0470,Artiglio Master Emergency Stop,Tyre Changer,Artiglio Master,"Safety locks, guards & interlocks",rare_critical,High,SUP-005,Eastern Europe,270.0,Small Rack,Active,B,NC,R-B68,PALLET,1115,426,831,394717,1115,1
TE-PCB-0460,Brake Tester Operator Panel,Technical Control,Brake Tester,Control boards & displays,rare_critical,High,SUP-008,EU,220.0,Electronics Cage,Active,B,NC,R-S68,VER,1029,756,196,152473,1029,0
WA-MTR-0137,3D Aligner Electric Motor,Wheel Aligner,3D Aligner,"Motors, drives & gearboxes",rare_critical,High,SUP-020,EU,315.0,Heavy Rack,Active,B,NC,R-P60,D,256,161,81,3338,256,0
WA-SAF-0690,3D Aligner Safety Lock,Wheel Aligner,3D Aligner,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-003,EU,265.0,Small Rack,Active,B,NC,R-N32,D,133,241,80,2564,241,0
TC-PCB-0103,Basic Line TC Operator Panel,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Medium,SUP-012,Italy,285.0,Electronics Cage,Active,B,NC,R-P31,E,157,320,49,2462,320,1
TC-MTR-0938,HD1200 Truck Servo Motor,Tyre Changer,HD1200 Truck,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,1500.0,Heavy Rack,Active,A,NC,R-Q20,B,101,23,43,100,101,1
WB-PCB-0114,Mobile Balancer Display Module,Wheel Balancer,Mobile Balancer,Control boards & displays,rare_critical,Critical,SUP-003,EU,350.0,Electronics Cage,Active,B,NC,R-Z93,D,291,232,165,11139,291,1
VL-PCB-0615,Two-Post Lift Control Board,Vehicle Lift,Two-Post Lift,Control boards & displays,rare_critical,Critical,SUP-014,Eastern Europe,660.0,Electronics Cage,Active,B,NC,R-F32,PALLET,903,593,334,178850,903,0
TC-PCB-0015,Basic Line TC Operator Panel,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Critical,SUP-017,EU,590.0,Electronics Cage,Active,A,NC,R-M02,E,325,269,173,15125,325,1
WA-SAF-0356,3D Aligner Interlock Switch,Wheel Aligner,3D Aligner,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-011,EU,700.0,Small Rack,Active,A,NC,R-E83,D,102,127,157,2034,157,0
VL-SAF-0281,Scissor Lift Protective Guard,Vehicle Lift,Scissor Lift,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-007,Eastern Europe,260.0,Small Rack,Active,B,NC,R-B10,E,285,187,102,5436,285,0
